,CaseID,CASEID_NEW,qflag,weight1,weight1_freqwt,weight2,weight1a,weight1a_freqwt,weight_combo,weight_combo_freqwt,duration,speed_flag,xlgb,S3,DOV_Branch,Past_Partner_Q1,w6_relationship_end_nonmar,w6_breakup_nonmar,w6_relationship_end_mar,w6_who_breakup,Q5_2,Q6A_2,Q9B_2,Q10_2,Q11_2,Q12_2,Q14_2,Q15A7_2_1,Q16_2,Q17B_2,Q17C_2,Q17D_2,Q20_2,Q21A_2_Year,Q21A_2_Month,Q21B_2_Year,Q21B_2_Month,Q21C_2_Year,Q21C_2_Month,Q21D_2_Year,Q21D_2_Month,Q21E_2_Year,Q21E_2_Month,Q21F_2_start_range,Q21F_2_Year,Q21F_2_Month,w6_identity_2,w6_outness_2,w6_outness_timing_2,Q23_2,Q25_2,Q26_2,Q27_2,Q28_2,w6_friend_connect_2_1,w6_friend_connect_2_2,w6_friend_connect_2_3,w6_friend_connect_2_4,w6_friend_connect_2_Refused,Q32_2,w6_otherdate_2,w6_how_many_2,w6_otherdate_app_2,w6_how_many_app_2,partyid7,PERSNET_hom,ppc10017,ppc21310,ppp20071,ppp20072,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,ppreg9,pprent,PPT01,PPT25,PPT612,PPT1317,PPT18OV,ppwork,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,race1,race2,race3,race4,race5,race6,race7,race8,race9,race10,race11,race12,race13,race14,race15,w6_took_the_survey,w6_prior_identity_lgb,w6_same_sex_couple,w6_same_sex_couple_gender,w6_q4,w6_q5,w6_q6a,w6_q6b,w6_q9,w6_q10,w6_q11,w6_q12,w6_q14,w6_q15a1_truncated,w6_q15a4_truncated,w6_q15a7,w6_q16,w6_q17,w6_attraction,w6_q19,w6_q20,w6_q21a_year,w6_q21a_month,w6_q21a_month_flag,w6_q21b_year,w6_q21b_month,w6_q21b_month_flag,w6_q21c_year,w6_q21c_month,w6_q21c_month_flag,w6_q21d_year,w6_q21d_month,w6_q21e_year,w6_q21e_month,w6_q21f_year,w6_q21f_month,w6_identity_all,w6_outness_all,w6_outness_timing_all,w6_q23,w6_q24_length,w6_q25,w6_q26,w6_q27,w6_q28,w6_friend_connect_1_all,w6_friend_connect_2_all,w6_friend_connect_3_all,w6_friend_connect_4_all,w6_q32,w6_q34,w6_otherdate_all,w6_how_many_all,w6_otherdate_app_all,w6_how_many_app_all,w6_number_people_met,w6_otherdate_dichotomous,w6_married,relate_duration_at_w6_years,w6_number_people_met_app,weight_combo_v2,partnership_status,female,year_fraction_met,year_fraction_relstart,age_when_met,time_from_met_to_rel,year_fraction_first_cohab,time_from_rel_to_cohab,hcm2017q24_R_cowork,hcm2017q24_R_friend,hcm2017q24_R_family,hcm2017q24_R_sig_other,hcm2017q24_R_neighbor,hcm2017q24_P_cowork,hcm2017q24_P_friend,hcm2017q24_P_family,hcm2017q24_P_sig_other,hcm2017q24_P_neighbor,hcm2017q24_btwn_I_cowork,hcm2017q24_btwn_I_friend,hcm2017q24_btwn_I_family,hcm2017q24_btwn_I_sig_other,hcm2017q24_btwn_I_neighbor,hcm2017q24_school,hcm2017q24_college,hcm2017q24_mil,hcm2017q24_church,hcm2017q24_vol_org,hcm2017q24_customer,hcm2017q24_bar_restaurant,hcm2017q24_party,hcm2017q24_internet_other,hcm2017q24_internet_dating,hcm2017q24_internet_soc_network,hcm2017q24_internet_game,hcm2017q24_internet_chat,hcm2017q24_internet_org,hcm2017q24_public,hcm2017q24_blind_date,hcm2017q24_vacation,hcm2017q24_single_serve_nonint,hcm2017q24_business_trip,hcm2017q24_work_neighbors,hcm2017q24_met_online,hcm2017_q24_length,hcm2017q24_summary_all_codes,hcm2017q24_met_through_family,hcm2017q24_met_through_friend,hcm2017q24_met_through_as_nghbrs,hcm2017q24_met_as_through_cowork,w6_subject_race,interracial_5cat,partner_mother_yrsed,subject_mother_yrsed,partner_yrsed,subject_yrsed
2004,2409,2080209,Qualified,0.3735,29259.0,,0.3714,29095.0,0.41996315,29150.0,13,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,We both equally wanted to break up,nan,nan,nan,No (Not Latino or Hispanic),Refused,Refused,Refused,Refused,Refused,I met [Partner Name] in [answer in Q15A7_2],20.0,Never married,I am sexually attracted only to men,nan,No,1988,October,Refused,Refused,nan,nan,nan,nan,Refused,Refused,Q21A_2,nan,nan,heterosexual or straight,nan,nan,Refused,Different High School,nan,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Democrat,Yes,Yes,Every day,Yes,A few times a year,59,55-64,45-59,Associate degree,Some college,"2+ Races, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,No,Yes,Yes,No,No,No,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),Other (please specify),,Refused,Refused,Refused,Refused,United States,United States,I met [Partner Name] in [Answer in Q15A6],20.0,0.0,sexually attracted only to opposite gender,nan,No,1988.0,October,no,,nan,,,nan,,,nan,,nan,,nan,heterosexual or straight,nan,,Refused,16.0,Different High School,,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.41121978,"unpartnered, has had past partner",1,1988.7916,,30.0,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,16.0,1.0,no,no,no,no,"American Indian, Aleut, or Eskimo",yes,,,,14.0
2005,2410,2076171,Qualified,1.1121,87119.0,,1.1057,86618.0,1.250278,86782.0,18,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,I wanted to break up more,nan,nan,nan,No (Not Latino or Hispanic),1957.0,"Some college, no degree",HS graduate or GED,Leans Democrat,12th grade no diploma,I met [Partner Name] in [answer in Q15A7_2],3.0,Once,I am sexually attracted only to men,nan,Yes,1980,June,1993,August,Refused,June,nan,nan,1993,August,Q21B_2,nan,nan,heterosexual or straight,nan,nan,We earned about the same amount,Different High School,Did not attend same college or university,No,No,Yes,No,No,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Not Strong Democrat,Yes,No,Every day,Yes,A few times a year,62,55-64,60+,Associate degree,Some college,"Black, Non-Hispanic",Female,Yes,1,A one-family house attached to one or more houses,"$40,000 to $49,999",Widowed,Metro,South,South Atlantic,Rented for cash,0,0,0,0,1,Not working - disabled,No,Yes,No,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),Black or African American,60.0,"Some college, no degree",HS graduate or GED,Leans Democrat,12th grade no diploma,United States,United States,I met [Partner Name] in [Answer in Q15A6],3.0,1.0,sexually attracted only to opposite gender,nan,Yes,1980.0,June,no,1993.0,August,0.0,,June,,,nan,1993.0,August,,nan,heterosexual or straight,nan,,We earned about the same amount,63.0,Different High School,2.0,No,No,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.2242479,"unpartnered, has had past partner",1,1980.4584,1993625,25.0,13.166626,,,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,63.0,2.0,no,no,no,yes,Black or African American,no,12.0,12.0,13.0,14.0
2007,2413,1771229,Qualified,1.1404,89336.0,,1.1339,88827.0,1.2821654,88995.0,37,Completed survey in over 2 minutes,gen pop,Yes,2,No,"[Partner Name] passed away, is deceased",nan,nan,nan,nan,No (Not Latino or Hispanic),1943.0,"Some college, no degree",12th grade no diploma,Leans Democrat,HS graduate or GED,I met [Partner Name] in [answer in Q15A7_2],2.0,Once,I am sexually attracted only to men,nan,No,2005,May,2006,October,nan,nan,nan,nan,nan,nan,Q21B_2,2008,May,heterosexual or straight,nan,nan,[Partner Name] was not working for pay,Different High School,nan,No,No,Yes,Yes,No,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Democrat,Yes,No,Less than once a month,Yes,Once a week,73,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Female,Yes,3,A building with 2 or more apartments,"$25,000 to $29,999",Widowed,Metro,South,East-South Central,Rented for cash,0,0,0,0,3,Not working - other,No,Yes,No,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),Black or African American,74.0,"Some college, no degree",12th grade no diploma,Leans Democrat,HS graduate or GED,United States,United States,I met [Partner Name] in [Answer in Q15A6],2.0,1.0,sexually attracted only to opposite gender,nan,No,2005.0,May,no,2006.0,October,0.0,,nan,,,nan,,nan,2008.0,May,heterosexual or straight,nan,,[Partner Name] was not working for pay,148.0,Different High School,,No,No,yes,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.2554715,"unpartnered, has had past partner",1,2005375,2006.7916,61.0,1.416626,,,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,148.0,4.0,no,yes,no,no,Black or African American,no,12.0,12.0,13.0,12.0
2012,2418,2349527,Qualified,1.8476,144736.0,,1837,143906.0,2.0772007,144179.0,5,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,We both equally wanted to break up,nan,nan,nan,No (Not Latino or Hispanic),1987.0,Bachelors degree,No formal education,Undecided/Independent/Other,"Some college, no degree",I met [Partner Name] in [answer in Q15A7_2],0.0,Never married,nan,I am sexually attracted only to women,Refused,2007,April,2010,May,nan,nan,nan,nan,2010,June,Q21B_2,nan,nan,heterosexual or straight,nan,nan,I earned more,Different High School,Attended same college or university,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","Yes, I have met at least one person for dating, romance, or sex in the past year.","One person. I met only one person in the past year for dating, or romance, or sex.","Yes, I have used a phone dating app in the past year to meet someone in person for dating, romance, or sex","One person. Using phone apps, I met only one person besides [Partner Name] in the past year for dating or romance, or s",Strong Democrat,Yes,Yes,At least once a week but not every day,Not asked,Never,29,25-34,18-29,Professional or Doctorate degree,Bachelor's degree or higher,"Other, Non-Hispanic",Male,Yes,1,A building with 2 or more apartments,"$75,000 to $84,999",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,No,No,No,Yes,No,No,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),Asian or Pacific Islander,30.0,Bachelors degree,No formal education,Undecided/Independent/Other,"Some college, no degree",United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,0.0,sexually attracted only to opposite gender,nan,Refused,2007.0,April,no,2010.0,May,0.0,,nan,,,nan,2010.0,June,,nan,heterosexual or straight,nan,,I earned more,18.0,Different High School,1.0,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","No, I have not met anyone for dating, romance, or sex in the past year",2.0,"No, I have not used a phone dating app in the past year to meet someone in person",1.0,yes,no,,1.0,2.0339546,"unpartnered, has had past partner",0,2007.2916,2010375,19.0,3.083374,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,18.0,1.0,no,no,no,no,Asian or Pacific Islander,no,0.0,13.0,16.0,20.0
2016,2424,2852423,Qualified,,,0.5561,,,0.1723247,11961.0,8,Completed survey in over 2 minutes,LGB sample,Yes,2,No,We broke up,I wanted to break up more,nan,nan,"Yes, we were a same-sex couple",No (Not Latino or Hispanic),1975.0,HS graduate or GED,HS graduate or GED,Undecided/Independent/Other,Masters degree,I met [Partner Name] in [answer in Q15A7_2],0.0,Never married,nan,I am sexually attracted only to men,No,2005,May,2005,June,nan,nan,nan,nan,2009,March,Q21B_2,nan,nan,gay,All or most of them,21,[Partner Name] was not working for pay,Different High School,nan,No,No,No,No,No,Yes,No,"Yes, a social networking site (like Facebook or Myspace)","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Democrat,Yes,No,Every day,Not asked,Never,44,35-44,30-44,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,1,A building with 2 or more apartments,"Less than $5,000",Never married,Metro,West,Pacific,Occupied without payment of cash rent,0,0,0,0,1,Working - self-employed,Yes,No,No,No,No,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,LGB,same_sex_couple,gay male couple,[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,42.0,HS graduate or GED,HS graduate or GED,Undecided/Independent/Other,Masters degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,0.0,sexually attracted only to same gender,nan,No,2005.0,May,no,2005.0,June,0.0,,nan,,,nan,2009.0,March,,nan,gay,All or most of them,21.0,[Partner Name] was not working for pay,72.0,Different High School,,No,No,no,no,no,yes,"Yes, a social networking site (like Facebook or Myspace)",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.2424896,"unpartnered, has had past partner",0,2005375,2005.4584,32.0,0.08337402,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,72.0,1.0,no,no,no,no,White,no,12.0,17.0,12.0,14.0
2019,2431,2463943,Not Qualified,,,,1224,95885.0,1.3840466,96067.0,0,Completed survey in under 2 minutes,gen pop,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Not asked,Not asked,Not asked,nan,nan,35,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Male,Yes,3,A building with 2 or more apartments,"$10,000 to $12,499",Living with partner,Metro,South,South Atlantic,Rented for cash,0,0,0,0,3,Working - as a paid employee,No,Yes,No,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"excluded b.c. never had a partner, S3==2",nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,,nan,nan,,nan,,,nan,,,nan,,nan,,nan,nan,nan,,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,,1.3552315,never had a partner,0,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,Black or African American,nan,,,,12.0
2025,2439,2908021,Qualified,1.4094,110409.0,1.1541,1.4013,109774.0,0.3576334,24823.0,5,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,We both equally wanted to break up,nan,nan,"No, we were an opposite-sex couple",No (Not Latino or Hispanic),1990.0,HS graduate or GED,HS graduate or GED,Strong Democrat,HS graduate or GED,"I met [Partner Name] somewhere else , Please specify the Country, State, and city or town:",1.0,Never married,nan,"I am mostly sexually attracted to men, less often sexually attracted to women",Yes,2008,October,2008,October,2010,December,nan,nan,2011,February,Q21C_2,nan,nan,bisexual,All or most of them,16,We earned about the same amount,Different High School,nan,No,No,Yes,Yes,Yes,No,No,"Yes, a different kind of Internet service","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Strong Democrat,Yes,Yes,Every day,Not asked,More than once a week,27,25-34,18-29,"Some college, no degree",Some college,Hispanic,Male,Yes,1,A building with 2 or more apartments,"$7,500 to $9,999",Never married,Metro,West,Mountain,Rented for cash,0,0,0,0,1,Not working - looking for work,Yes,No,No,Yes,No,Yes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,took the survey,LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,"No, we are an opposite-sex couple",No (Not Latino or Hispanic),White,27.0,HS graduate or GED,HS graduate or GED,Strong Democrat,HS graduate or GED,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",1.0,0.0,"sexually attracted mostly to same gender, sometimes opposite gender",nan,Yes,2008.0,October,no,2008.0,October,0.0,2010.0,December,,,nan,2011.0,February,,nan,bisexual,All or most of them,16.0,We earned about the same amount,135.0,Different High School,,No,No,yes,yes,yes,no,"Yes, a different kind of Internet service",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.5032498,"unpartnered, has had past partner",0,2008.7916,2008.7916,18.0,0.0,2010.9584,2.166748,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,135.0,1.0,no,no,no,no,Asian or Pacific Islander,yes,12.0,12.0,12.0,13.0
2030,2445,2530001,Qualified,0.7046,55197.0,,0.7006,54883.0,0.7922084,54987.0,7,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,I wanted to break up more,nan,nan,nan,No (Not Latino or Hispanic),1955.0,No formal education,Refused,Not Strong Republican,7th or 8th grade,I met [Partner Name] in [answer in Q15A7_2],2.0,Once,I am sexually attracted only to men,nan,No,1993,March,1999,April,nan,nan,nan,nan,2000,January,Q21B_2,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,Different High School,nan,No,No,Yes,No,No,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Democrat,Yes,Yes,Every day,No,Once or twice a month,63,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$30,000 to $34,999",Divorced,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,1,0,0,2,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,62.0,No formal education,Refused,Not Strong Republican,7th or 8th grade,United States,United States,I met [Partner Name] in [Answer in Q15A6],2.0,1.0,sexually attracted only to opposite gender,nan,No,1993.0,March,no,1999.0,April,0.0,,nan,,,nan,2000.0,January,,nan,heterosexual or straight,nan,,[Partner Name] earned more,3.0,Different High School,,No,No,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.77571505,"unpartnered, has had past partner",1,1993.2084,1999.2916,39.0,6.083252,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3.0,1.0,no,no,no,no,White,no,,7.5,0.0,12.0
2038,2455,2844571,Qualified,0.8293,64965.0,,0.8246,64597.0,0.9324222,64720.0,2227,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,I wanted to break up more,nan,nan,nan,No (Not Latino or Hispanic),Refused,Associate degree,Refused,Undecided/Independent/Other,Bachelors degree,"I met [Partner Name] somewhere else , Please specify the Country, State, and city or town:",0.0,Once,nan,I am sexually attracted only to women,No,1999,April,1999,May,nan,nan,nan,nan,2001,March,Q21B_2,nan,nan,heterosexual or straight,nan,nan,I earned more,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","Yes, I have met at least one person for dating, romance, or sex in the past year.","Two to Five people. I met between two and five different people in the past year for dating, romance, or sex.","No, I have not used a phone dating app in the past year to meet someone in person",nan,Leans Republican,Yes,No,Every day,Not asked,Never,69,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$25,000 to $29,999",Divorced,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,,Associate degree,Refused,Undecided/Independent/Other,Bachelors degree,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",0.0,1.0,sexually attracted only to opposite gender,nan,No,1999.0,April,no,1999.0,May,0.0,,nan,,,nan,2001.0,March,,nan,heterosexual or straight,nan,,I earned more,48.0,Different High School,2.0,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Yes, I have met at least one person for dating, romance, or sex in the past year.",1.0,nan,3.5,yes,no,,0.0,0.9130097,"unpartnered, has had past partner",0,1999.2916,1999375,51.0,0.08337402,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,48.0,1.0,no,no,no,no,White,no,,16.0,14.0,13.0
2043,2466,2964135,Qualified,0.8724,68342.0,,0.8674,67950.0,0.9808186,68079.0,7,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,We both equally wanted to break up,nan,nan,nan,No (Not Latino or Hispanic),1988.0,Bachelors degree,Refused,Refused,Bachelors degree,I met [Partner Name] in [answer in Q15A7_2],3.0,Never married,I am sexually attracted only to men,nan,No,2007,April,2007,April,nan,nan,nan,nan,2007,June,Q21B_2,nan,nan,heterosexual or straight,nan,nan,I earned more,Different High School,Attended same college or university,No,No,No,Yes,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Not Strong Republican,Yes,Yes,Not asked,No,Once a year or less,27,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,1,A building with 2 or more apartments,"$35,000 to $39,999",Never married,Non-Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,29.0,Bachelors degree,Refused,Refused,Bachelors degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],3.0,0.0,sexually attracted only to opposite gender,nan,No,2007.0,April,no,2007.0,April,0.0,,nan,,,nan,2007.0,June,,nan,heterosexual or straight,nan,,I earned more,56.0,Different High School,1.0,No,No,no,yes,yes,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.96039855,"unpartnered, has had past partner",1,2007.2916,2007.2916,17.0,0.0,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,56.0,2.0,no,no,no,no,White,no,,16.0,16.0,16.0
2062,2486,2862585,Qualified,0.9072,71068.0,,902,70660.0,1.0199429,70794.0,13,Completed survey in over 2 minutes,gen pop,Yes,2,No,"[Partner Name] passed away, is deceased",nan,nan,nan,nan,No (Not Latino or Hispanic),1939.0,Professional or Doctorate degree,Refused,Strong Republican,7th or 8th grade,I met [Partner Name] in [answer in Q15A7_2],20.0,Once,I am sexually attracted only to men,nan,No,2002,November,2002,November,nan,nan,nan,nan,nan,nan,Q21B_2,2010,June,heterosexual or straight,nan,nan,[Partner Name] was not working for pay,Different High School,nan,No,No,No,No,No,Yes,No,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Not Strong Democrat,Yes,Don't know/not sure,Every day,No,Once a week,74,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$30,000 to $34,999",Widowed,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,78.0,Professional or Doctorate degree,Refused,Strong Republican,7th or 8th grade,United States,United States,I met [Partner Name] in [Answer in Q15A6],20.0,1.0,sexually attracted only to opposite gender,nan,No,2002.0,November,no,2002.0,November,0.0,,nan,,,nan,,nan,2010.0,June,heterosexual or straight,nan,,[Partner Name] was not working for pay,86.0,Different High School,,No,No,no,no,no,yes,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.99870825,"unpartnered, has had past partner",1,2002875,2002875,59.0,0.0,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,86.0,2.0,no,no,no,no,White,no,,7.5,20.0,12.0
