,CaseID,CASEID_NEW,qflag,weight1,weight1_freqwt,weight2,weight1a,weight1a_freqwt,weight_combo,weight_combo_freqwt,duration,speed_flag,xlgb,S2,Q4,Q5,Q6A,Q6B,Q9,Q10,Q11,Q12,Q14,Q15A7,Q16,Q17B,Q17C,Q17D,Q19,Q20,Q21A_Year,Q21A_Month,Q21B_Year,Q21B_Month,Q21C_Year,Q21C_Month,Q21D_Year,Q21D_Month,w6_identity,w6_outness,w6_outness_timing,Q23,Q24_Refused,Q25,Q26,Q27,Q28,w6_friend_connect_1,w6_friend_connect_2,w6_friend_connect_3,w6_friend_connect_4,w6_friend_connect_Refused,Q32,Q34,Q35_Refused,w6_sex_frequency,w6_otherdate,w6_how_many,w6_how_meet_Refused,w6_otherdate_app,w6_how_many_app,partyid7,ppc21310,ppp20071,ppp20072,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,ppreg9,pprent,PPT01,PPT25,PPT612,PPT1317,PPT18OV,ppwork,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,race1,race2,race3,race4,race5,race6,race7,race8,race9,race10,race11,race12,race13,race14,race15,w6_prior_identity_lgb,w6_same_sex_couple,w6_same_sex_couple_gender,w6_q4,w6_q5,w6_q6a,w6_q6b,w6_q9,w6_q10,w6_q11,w6_q12,w6_q14,w6_q15a1_truncated,w6_q15a4_truncated,w6_q15a7,w6_q16,w6_q17,w6_attraction,w6_q19,w6_q20,w6_q21a_year,w6_q21a_month,w6_q21a_month_flag,w6_q21b_year,w6_q21b_month,w6_q21b_month_flag,w6_q21c_year,w6_q21c_month,w6_q21c_month_flag,w6_q21d_year,w6_identity_all,w6_outness_all,w6_outness_timing_all,w6_q23,w6_q24_length,w6_q25,w6_q26,w6_q27,w6_q28,w6_friend_connect_1_all,w6_friend_connect_2_all,w6_friend_connect_3_all,w6_friend_connect_4_all,w6_q32,w6_q34,w6_otherdate_all,w6_how_many_all,w6_otherdate_app_all,w6_how_many_app_all,w6_number_people_met,w6_otherdate_dichotomous,w6_married,relate_duration_at_w6_years,w6_number_people_met_app,weight_combo_v2,female,year_fraction_met,year_fraction_relstart,age_when_met,time_from_met_to_rel,year_fraction_first_cohab,time_from_rel_to_cohab,hcm2017q24_R_cowork,hcm2017q24_R_friend,hcm2017q24_R_family,hcm2017q24_R_sig_other,hcm2017q24_R_neighbor,hcm2017q24_P_cowork,hcm2017q24_P_friend,hcm2017q24_P_family,hcm2017q24_P_sig_other,hcm2017q24_P_neighbor,hcm2017q24_btwn_I_cowork,hcm2017q24_btwn_I_friend,hcm2017q24_btwn_I_family,hcm2017q24_btwn_I_sig_other,hcm2017q24_btwn_I_neighbor,hcm2017q24_school,hcm2017q24_college,hcm2017q24_mil,hcm2017q24_church,hcm2017q24_vol_org,hcm2017q24_customer,hcm2017q24_bar_restaurant,hcm2017q24_party,hcm2017q24_internet_other,hcm2017q24_internet_dating,hcm2017q24_internet_soc_network,hcm2017q24_internet_game,hcm2017q24_internet_chat,hcm2017q24_internet_org,hcm2017q24_public,hcm2017q24_blind_date,hcm2017q24_vacation,hcm2017q24_single_serve_nonint,hcm2017q24_business_trip,hcm2017q24_work_neighbors,hcm2017q24_met_online,hcm2017_q24_length,hcm2017q24_summary_all_codes,w6_relationship_quality,hcm2017q24_met_through_family,hcm2017q24_met_through_friend,hcm2017q24_met_through_as_nghbrs,hcm2017q24_met_as_through_cowork,w6_subject_race,interracial_5cat,partner_mother_yrsed,subject_mother_yrsed,partner_yrsed,subject_yrsed
1630,1961,1900415,Qualified,1.6428,128693.0,,1.6334,127956.0,1.8469784,128199.0,5,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,No (Not Latino or Hispanic),Asian or Pacific Islander,22.0,Associate degree,Bachelors degree,Undecided/Independent/Other,"Some college, no degree",I met [Partner Name] in [Answer in Q15A6],4.0,Never married,nan,I am sexually attracted only to women,Yes,nan,2012,September,2013,June,2014,November,nan,nan,heterosexual or straight,nan,nan,We earned about the same amount,nan,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet",Excellent,nan,Once or twice a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Strong Democrat,Every day,Not asked,Never,28,25-34,18-29,Associate degree,Some college,"White, Non-Hispanic",Male,No,4,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Non-Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),Asian or Pacific Islander,22.0,Associate degree,Bachelors degree,Undecided/Independent/Other,"Some college, no degree",United States,United States,I met [Partner Name] in [Answer in Q15A6],4.0,0.0,sexually attracted only to opposite gender,Yes,nan,2012.0,September,no,2013.0,June,0.0,2014.0,November,,,heterosexual or straight,nan,,We earned about the same amount,104.0,Different High School,2.0,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,4.0833335,,1.8085254,0,2012.7084,2013.4584,23.0,0.75,2014875,1.416626,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,104.0,3.0,excellent,no,no,no,yes,White,yes,16.0,13.0,14.0,14.0
1637,1969,1918741,Qualified,,,1.7208,,,0.5332428,37012.0,9,Completed survey in over 2 minutes,LGB sample,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,43.0,Bachelors degree,HS graduate or GED,Strong Democrat,"Some college, no degree",I met [Partner Name] in [Answer in Q15A6],3.0,Never married,nan,I am sexually attracted only to men,No,No,2016,April,2016,April,nan,nan,nan,nan,gay,All or most of them,15,[Partner Name] earned more,nan,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"Yes, an app on my phone (like Tinder or Grindr)",Excellent,nan,Once or twice a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Leans Democrat,Every day,No,Once a year or less,37,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"Other, Non-Hispanic",Male,Yes,1,A building with 2 or more apartments,"$60,000 to $74,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,No,No,No,Yes,No,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LGB,same_sex_couple,gay male couple,[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,43.0,Bachelors degree,HS graduate or GED,Strong Democrat,"Some college, no degree",United States,United States,I met [Partner Name] in [Answer in Q15A6],3.0,0.0,sexually attracted only to same gender,No,No,2016.0,April,no,2016.0,April,0.0,,nan,,,gay,All or most of them,15.0,[Partner Name] earned more,38.0,Different High School,2.0,No,No,no,no,no,yes,"Yes, an app on my phone (like Tinder or Grindr)",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,1.25,,0.7503616,0,2016.2916,2016.2916,36.0,0.0,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,38.0,0.0,excellent,no,no,no,no,Asian or Pacific Islander,yes,12.0,13.0,16.0,16.0
1643,1976,845161,Qualified,1.0305,80727.0,,1.0246,80265.0,1.1585736,80417.0,9,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,38.0,HS graduate or GED,10th grade,Undecided/Independent/Other,"Some college, no degree","I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",2.0,Twice,I am sexually attracted only to men,nan,No,No,2016,October,2017,May,nan,nan,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Different High School,nan,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet",Fair,nan,2 to 3 times a month,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Two to Five people. I met between two and five different people besides [Partner Name] in the past year for dating, rom",nan,"Yes, I have used a phone dating app in the past year to meet someone besides [Partner Name] in person for dating, roman","Two to Five people. Using phone apps, I met between two and five different people besides [Partner Name] in person in t",Not Strong Republican,Every day,Not asked,Once a year or less,50,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$35,000 to $39,999",Divorced,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,38.0,HS graduate or GED,10th grade,Undecided/Independent/Other,"Some college, no degree",United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",2.0,2.0,sexually attracted only to opposite gender,No,No,2016.0,October,no,2017.0,May,0.0,,nan,,,heterosexual or straight,nan,,[Partner Name] earned more,67.0,Different High School,,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",Fair,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Yes, I have met at least one person for dating, romance, or sex in the past year.",2.0,"Yes, I have used a phone dating app in the past year to meet someone in person for dating, romance, or sex",3.5,yes,no,0.16666667,3.5,1.1344528,1,2016.7916,2017375,49.0,0.583374,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,67.0,1.0,fair,no,no,no,no,White,no,10.0,13.0,12.0,13.0
1646,1980,2355501,Qualified,1.0094,79074.0,,1.0036,78620.0,1.1348277,78769.0,17,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,54.0,HS graduate or GED,1st-4th grade,Strong Democrat,9th grade,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",4.0,Never married,nan,I am sexually attracted only to women,No,No,2010,May,2016,July,nan,nan,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Different High School,nan,No,No,No,No,No,Yes,No,"Yes, an Internet classified advertising site (like Craigslist)",Excellent,nan,3 to 6 times a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Strong Democrat,Every day,No,Never,54,45-54,45-59,"Some college, no degree",Some college,Hispanic,Male,Yes,1,A one-family house detached from any other house,"$12,500 to $14,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,54.0,HS graduate or GED,1st-4th grade,Strong Democrat,9th grade,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",4.0,0.0,sexually attracted only to opposite gender,No,No,2010.0,May,no,2016.0,July,0.0,,nan,,,heterosexual or straight,nan,,[Partner Name] earned more,188.0,Different High School,,No,No,no,no,no,yes,"Yes, an Internet classified advertising site (like Craigslist)",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,1.0,,1.1112013,0,2010375,2016.5416,47.0,6.166626,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,188.0,1.0,excellent,no,no,no,no,White,no,2.5,9.0,12.0,13.0
1679,2023,2037167,Qualified,935,73246.0,,0.9297,72830.0,1.0512648,72968.0,9,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,62.0,11th grade,HS graduate or GED,Not Strong Democrat,10th grade,I met [Partner Name] in [Answer in Q15A6],10.0,Once,I am sexually attracted only to men,nan,No,Yes,1974,January,1975,April,1979,August,nan,nan,heterosexual or straight,nan,nan,[Partner Name] was not working for pay,nan,Same High School,nan,Yes,No,Yes,Yes,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,Once a month or less,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Leans Republican,Every day,Yes,Once or twice a month,59,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,1,A building with 2 or more apartments,"$100,000 to $124,999",Divorced,Metro,South,West-South Central,Rented for cash,0,0,0,0,1,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,62.0,11th grade,HS graduate or GED,Not Strong Democrat,10th grade,United States,United States,I met [Partner Name] in [Answer in Q15A6],10.0,1.0,sexually attracted only to opposite gender,No,Yes,1974.0,January,no,1975.0,April,0.0,1979.0,August,,,heterosexual or straight,nan,,[Partner Name] was not working for pay,73.0,Same High School,,Yes,No,yes,yes,yes,no,"No, I did NOT meet [Partner Name] through the Internet",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,42.25,,1.029378,1,1974.0416,1975.2916,16.0,1.25,1979625,4.333374,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,73.0,2.0,good,yes,no,no,no,White,no,12.0,10.0,11.0,12.0
1690,2036,2806869,Qualified,1.1724,91843.0,,1.1657,91318.0,1.3181233,91491.0,24,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,"Yes, Cuban",Black or African American,38.0,Bachelors degree,Bachelors degree,Leans Republican,"Some college, no degree",I met [Partner Name] in [Answer in Q15A6],8.0,Never married,nan,I am sexually attracted only to women,No,No,2003,Refused,2017,January,nan,nan,nan,nan,heterosexual or straight,nan,nan,Refused,nan,Different High School,Did not attend same college or university,No,No,No,Yes,No,No,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,2 to 3 times a month,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Strong Democrat,Every day,Not asked,Never,43,35-44,30-44,Associate degree,Some college,"Black, Non-Hispanic",Male,Yes,1,A one-family house attached to one or more houses,"$50,000 to $59,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,No,Yes,No,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,"Yes, Cuban",Black or African American,38.0,Bachelors degree,Bachelors degree,Leans Republican,"Some college, no degree",United States,United States,I met [Partner Name] in [Answer in Q15A6],8.0,0.0,sexually attracted only to opposite gender,No,No,2003.0,January,yes,2017.0,January,0.0,,nan,,,heterosexual or straight,nan,,Refused,372.0,Different High School,2.0,No,No,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,0.5,,1.2906809,0,2003.0416,2017.0416,29.0,14.0,,,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,372.0,3.0,good,no,yes,no,no,Black or African American,no,16.0,13.0,16.0,14.0
1694,2040,2310129,Qualified,1.2882,100914.0,,1.2808,100335.0,1.4482735,100525.0,25,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,21.0,"Some college, no degree",Masters degree,Leans Democrat,Professional or Doctorate degree,I met [Partner Name] in [Answer in Q15A6],1.0,Never married,"I am mostly sexually attracted to men, less often sexually attracted to women",nan,No,Yes,2017,April,2017,April,2017,April,nan,nan,heterosexual or straight,nan,nan,[Partner Name] was not working for pay,nan,Different High School,nan,No,No,Yes,Yes,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,3 to 6 times a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Strong Democrat,Every day,No,Never,20,18-24,18-29,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Female,No,5,A one-family house detached from any other house,"$125,000 to $149,999",Never married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,5,Not working - other,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,21.0,"Some college, no degree",Masters degree,Leans Democrat,Professional or Doctorate degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],1.0,0.0,"sexually attracted mostly to opposite gender, sometimes same gender",No,Yes,2017.0,April,no,2017.0,April,0.0,2017.0,April,,,heterosexual or straight,nan,,[Partner Name] was not working for pay,120.0,Different High School,,No,No,yes,yes,yes,no,"No, I did NOT meet [Partner Name] through the Internet",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,0.25,,1.4181213,1,2017.2916,2017.2916,20.0,0.0,2017.2916,0.0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,120.0,4.0,good,no,yes,no,no,White,no,17.0,20.0,13.0,12.0
1696,2042,2360211,Qualified,,,0.3543,,,0.10979076,7621.0,6,Completed survey in over 2 minutes,LGB sample,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,46.0,Associate degree,HS graduate or GED,Undecided/Independent/Other,Bachelors degree,I met [Partner Name] in [Answer in Q15A6],3.0,Never married,"I am mostly sexually attracted to women, less often sexually attracted to men",nan,No,No,2015,February,2016,June,nan,nan,nan,nan,lesbian,All or most of them,26,[Partner Name] was not working for pay,nan,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"Yes, an Internet chat room",Excellent,nan,3 to 6 times a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Undecided/Independent/Other,Every day,Not asked,Never,27,25-34,18-29,"Some college, no degree",Some college,"White, Non-Hispanic",Female,No,2,A one-family house detached from any other house,"Less than $5,000",Never married,Metro,Midwest,East-North Central,Occupied without payment of cash rent,0,0,0,0,2,Not working - other,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LGB,same_sex_couple,lesbian couple,[Partner Name] is Female,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,46.0,Associate degree,HS graduate or GED,Undecided/Independent/Other,Bachelors degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],3.0,0.0,"sexually attracted mostly to same gender, sometimes opposite gender",No,No,2015.0,February,no,2016.0,June,0.0,,nan,,,lesbian,All or most of them,26.0,[Partner Name] was not working for pay,14.0,Different High School,2.0,No,No,no,no,no,yes,"Yes, an Internet chat room",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,1.0833334,,0.15449391,1,2015125,2016.4584,25.0,1.333374,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,14.0,1.0,excellent,no,no,no,no,White,no,12.0,16.0,14.0,13.0
1698,2045,2659451,Qualified,,,0.6042,,,0.18722996,12996.0,723,Completed survey in over 2 minutes,LGB sample,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,"No, we are an opposite-sex couple",No (Not Latino or Hispanic),White,33.0,Bachelors degree,Bachelors degree,Not Strong Democrat,Associate degree,I met [Partner Name] in [Answer in Q15A6],1.0,Never married,"I am mostly sexually attracted to men, less often sexually attracted to women",nan,No,No,2017,April,2017,June,nan,nan,nan,nan,bisexual,Some of them,28,[Partner Name] earned more,nan,Different High School,Did not attend same college or university,No,No,Yes,No,No,No,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,Once or twice a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Not Strong Democrat,Every day,No,Never,38,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,1,A building with 2 or more apartments,"$60,000 to $74,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - self-employed,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,"No, we are an opposite-sex couple",No (Not Latino or Hispanic),White,33.0,Bachelors degree,Bachelors degree,Not Strong Democrat,Associate degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],1.0,0.0,"sexually attracted mostly to opposite gender, sometimes same gender",No,No,2017.0,April,no,2017.0,June,0.0,,nan,,,bisexual,Some of them,28.0,[Partner Name] earned more,121.0,Different High School,2.0,No,No,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,0.083333336,,0.2634638,1,2017.2916,2017.4584,38.0,0.16674805,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,121.0,1.0,good,no,no,no,no,White,no,16.0,14.0,16.0,16.0
1700,2048,2750953,Qualified,1.2253,95987.0,,1.2182,95431.0,1.3774881,95612.0,13,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,nan,No (Not Latino or Hispanic),Asian or Pacific Islander,22.0,"Some college, no degree",Associate degree,Leans Republican,11th grade,I met [Partner Name] in [Answer in Q15A6],3.0,Never married,I am sexually attracted only to men,nan,No,No,2014,Refused,2014,Refused,nan,nan,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Same High School,Did not attend same college or university,No,No,No,Yes,No,No,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,2 to 3 times a month,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Leans Democrat,Every day,Not asked,Never,19,18-24,18-29,"Some college, no degree",Some college,Hispanic,Female,No,4,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro,West,Pacific,Rented for cash,0,0,0,1,3,Not working - other,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),Asian or Pacific Islander,22.0,"Some college, no degree",Associate degree,Leans Republican,11th grade,United States,United States,I met [Partner Name] in [Answer in Q15A6],3.0,0.0,sexually attracted only to opposite gender,No,No,2014.0,November,yes,2014.0,December,1.0,,nan,,,heterosexual or straight,nan,,[Partner Name] earned more,332.0,Same High School,2.0,No,No,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,2.5833333,,1.3488096,1,2014875,2014.9584,16.0,0.08337402,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,332.0,2.0,good,no,no,no,no,White,yes,14.0,11.0,13.0,13.0
